Claim Number,Date Received,Incident D,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item Category,Close Amount,Disposition
2015021820642,02/18/2015,01/14/2015,LAX,Los Angeles International Airport ,Virgin America,Property Damage,Checkpoint,Clothing,0,Deny
2015021820648,02/18/2015,02/12/2015,LAX,Los Angeles International Airport ,Delta Air Lines  ,Property Damage,Checkpoint,Baggage/Cases/Purses,65,Approve in Full
2015021820651,02/18/2015,02/08/2015,LAX,Los Angeles International Airport ,Westjet Airlines Ltd  ,Property Damage,Checked Baggage,Clothing; Clothing; Computer & Accessories; Cosmetics & Grooming,0,Deny
2015021820669,02/18/2015,08/28/2014,LAX,Los Angeles International Airport ,Frontier Airlines,Property Damage,Checked Baggage,-,0,Deny
2015021820681,02/18/2015,12/27/2014,LAX,Los Angeles International Airport ,Aero Mexico,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches,0,Deny
2015021820689,02/18/2015,11/17/2014,LAX,Los Angeles International Airport ,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,83.14,Approve in Full
2015022020738,02/20/2015,02/16/2015,LAX,Los Angeles International Airport ,-,Property Damage,Checkpoint,Personal Electronics,108.86,Approve in Full
2015022320762,02/23/2015,09/15/2014,LAX,Los Angeles International Airport ,UAL  ,Passenger Property Loss,Checkpoint,-,-,-
2015022320769,02/23/2015,02/18/2015,LAX,Los Angeles International Airport ,American Airlines  ,Property Damage,Checked Baggage,Other; Personal Accessories,132.5,Approve in Full
2015022320781,02/23/2015,02/09/2015,LAX,Los Angeles International Airport ,Jet Blue,Passenger Property Loss,Checked Baggage,Cameras,0,Deny
2015022520835,02/25/2015,02/18/2015,LAX,Los Angeles International Airport ,Lufthansa  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0,Deny
2015022520847,02/25/2015,02/09/2015,LAX,Los Angeles International Airport ,Alaska Airlines  ,Property Damage,Checked Baggage,Clothing; Food & Drink; Home Decor; Home Decor,0,Deny
2015022520854,02/25/2015,01/29/2015,LAX,Los Angeles International Airport ,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,74.65,Approve in Full
2015022620875,02/26/2015,02/14/2015,LAX,Los Angeles International Airport ,Delta Air Lines  ,Property Damage,Checkpoint,Computer & Accessories,400,Settle
2015022720905,02/27/2015,01/25/2015,LAX,Los Angeles International Airport ,Jet Blue,Property Damage,Checkpoint,Computer & Accessories,817,Approve in Full
2015030220938,03/02/2015,02/24/2015,LAX,Los Angeles International Airport ,UAL  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
2015030220950,03/02/2015,02/22/2015,LAX,Los Angeles International Airport ,UAL  ,Property Damage,Checked Baggage,Food & Drink,25,Approve in Full
2015030320968,03/03/2015,02/24/2015,LAX,Los Angeles International Airport ,Jet Blue,Passenger Property Loss,Checked Baggage,-,0,Deny
2015030421004,03/04/2015,12/18/2014,LAX,Los Angeles International Airport ,-,Property Damage,Checkpoint,Personal Electronics,90,Settle
2015030521027,03/04/2015,02/20/2015,LAX,Los Angeles International Airport ,Jet Blue,Property Damage,Checkpoint,Computer & Accessories,1351.6,Settle
2015030521011,03/05/2015,03/02/2015,LAX,Los Angeles International Airport ,Alaska Airlines  ,Property Damage,Checkpoint,Personal Electronics,300,Settle
2015031121170,03/09/2015,02/01/2015,LAX,Los Angeles International Airport ,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny
2015031021102,03/10/2015,02/28/2015,LAX,Los Angeles International Airport ,V Australia,Passenger Property Loss,Checkpoint,Clothing,0,Deny
2015031021124,03/10/2015,12/28/2014,LAX,Los Angeles International Airport ,Alaska Airlines  ,Property Damage,Checkpoint,Jewelry & Watches,0,Deny
2015031321217,03/10/2015,12/20/2014,LAX,Los Angeles International Airport ,American Airlines  ,Property Damage,Checked Baggage,Other,0,Deny
2015031621224,03/10/2015,02/25/2015,LAX,Los Angeles International Airport ,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,0,Deny
2015031121147,03/11/2015,09/05/2014,LAX,Los Angeles International Airport ,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Other; Travel Accessories,52.5,Approve in Full
2015031221188,03/11/2015,03/11/2015,LAX,Los Angeles International Airport ,Southwest Airlines  ,Property Damage,Checked Baggage,Cosmetics & Grooming,0,Deny
2015031221198,03/11/2015,02/13/2015,LAX,Los Angeles International Airport ,Virgin America,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Clothing,0,Deny
2015031221178,03/12/2015,02/14/2015,LAX,Los Angeles International Airport ,American Airlines  ,Property Damage,Checkpoint,Computer & Accessories,46.03,Approve in Full
2015031621231,03/12/2015,02/23/2015,LAX,Los Angeles International Airport ,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0,Deny
2015031621234,03/12/2015,12/11/2014,LAX,Los Angeles International Airport ,Alaska Airlines  ,Property Damage,Checked Baggage,-,0,Deny
2015031621259,03/12/2015,03/08/2015,LAX,Los Angeles International Airport ,UAL  ,Property Damage,Checked Baggage,Food & Drink,40,Approve in Full
2015031921386,03/17/2015,03/12/2015,LAX,Los Angeles International Airport ,UAL  ,Property Damage,Checked Baggage,Clothing,0,Deny
2015031821320,03/18/2015,02/06/2015,LAX,Los Angeles International Airport ,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Other,990,Settle
2015031921349,03/19/2015,01/31/2015,LAX,Los Angeles International Airport ,UAL  ,Passenger Property Loss,Checkpoint,Baggage/Cases/Purses; Other,0,Deny
2015031921350,03/19/2015,03/15/2015,LAX,Los Angeles International Airport ,American Airlines  ,Property Damage,Checkpoint,Personal Electronics,0,Deny
2015031921366,03/19/2015,03/03/2015,LAX,Los Angeles International Airport ,American Airlines  ,Property Damage,Checked Baggage,Cameras,0,Deny
2015031921371,03/19/2015,12/23/2014,LAX,Los Angeles International Airport ,American Airlines  ,Property Damage,Checked Baggage,-,0,Deny
2015031921376,03/19/2015,01/21/2015,LAX,Los Angeles International Airport ,Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,60,Settle
2015032021393,03/20/2015,03/11/2015,LAX,Los Angeles International Airport ,UAL  ,Personal Injury,Checkpoint,Other,0,Deny
2015032521501,03/20/2015,03/10/2015,LAX,Los Angeles International Airport ,Hawaiian Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,0,Deny
2015032321443,03/23/2015,03/17/2015,LAX,Los Angeles International Airport ,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Cameras,0,Deny
2015032421463,03/24/2015,02/26/2015,LAX,Los Angeles International Airport ,Southwest Airlines  ,Property Damage,Checked Baggage,Personal Accessories,200,Settle
2015032421470,03/24/2015,03/18/2015,LAX,Los Angeles International Airport ,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Sporting Equipment & Supplies,0,Deny
2015032621515,03/25/2015,11/21/2014,LAX,Los Angeles International Airport ,China Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
2015032621523,03/25/2015,02/21/2015,LAX,Los Angeles International Airport ,Southwest Airlines  ,Passenger Property Loss,Checkpoint,Other,0,Deny
2015033021588,03/26/2015,03/13/2015,LAX,Los Angeles International Airport ,Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
2015033121630,03/26/2015,03/17/2015,LAX,Los Angeles International Airport ,American Airlines  ,Property Damage,Checked Baggage,Musical Instruments & Accessories,-,-
2015032721559,03/27/2015,03/24/2015,LAX,Los Angeles International Airport ,American Airlines  ,Property Damage,Checked Baggage,Computer & Accessories,321.91,Approve in Full
2015033021599,03/27/2015,02/20/2015,LAX,Los Angeles International Airport ,Qantas Airlines,Passenger Property Loss,Checkpoint,Travel Accessories,359.99,Approve in Full
2015033121645,03/30/2015,03/17/2015,LAX,Los Angeles International Airport ,Spirit Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,20,Approve in Full
2015040121683,03/31/2015,03/26/2015,LAX,Los Angeles International Airport ,Virgin America,Passenger Property Loss,Checkpoint,Cosmetics & Grooming,200,Settle
2015040221725,04/01/2015,03/17/2015,LAX,Los Angeles International Airport ,Jet Blue,Passenger Property Loss,Checked Baggage,Clothing,60,Settle
2015040321732,04/01/2015,02/03/2015,LAX,Los Angeles International Airport ,USAir  ,Passenger Property Loss,Checked Baggage,-,6,Approve in Full
2015040321755,04/02/2015,03/26/2015,LAX,Los Angeles International Airport ,Southwest Airlines  ,Property Damage,Checkpoint,Personal Electronics,80,Settle
2015040321742,04/03/2015,03/12/2015,LAX,Los Angeles International Airport ,Delta Air Lines  ,Property Damage,Checked Baggage,Other,500,Settle
2015040321751,04/03/2015,03/30/2015,LAX,Los Angeles International Airport ,Aero Flot,Passenger Property Loss,Checked Baggage,Clothing,0,Deny
2015040621761,04/03/2015,01/20/2015,LAX,Los Angeles International Airport ,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Audio/Video,-,-
2015040721774,04/03/2015,03/13/2015,LAX,Los Angeles International Airport ,American Airlines  ,Property Damage,Checked Baggage,Audio/Video,0,Deny
2015040721782,04/06/2015,03/24/2015,LAX,Los Angeles International Airport ,American Airlines  ,Complaint,Checkpoint,Computer & Accessories,0,Deny
2015040721776,04/07/2015,12/20/2014,LAX,Los Angeles International Airport ,American Airlines  ,Passenger Property Loss,Checkpoint,Other,-,-
2015040921839,04/09/2015,02/08/2015,LAX,Los Angeles International Airport ,China Southern Airlines  ,Property Damage,Checkpoint,Other,150,Approve in Full
2015041021844,04/10/2015,03/27/2015,LAX,Los Angeles International Airport ,-,Property Damage,Checkpoint,-,65,Approve in Full
2015041321898,04/10/2015,01/30/2015,LAX,Los Angeles International Airport ,All Nippon Airways  ,Property Damage,Checkpoint,Baggage/Cases/Purses,0,Deny
2015041621951,04/13/2015,04/08/2015,LAX,Los Angeles International Airport ,Emirates,Passenger Property Loss,Checked Baggage,-,0,Deny
2015041721991,04/14/2015,04/04/2015,LAX,Los Angeles International Airport ,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,-,0,Deny
2015042122053,04/14/2015,03/28/2015,LAX,Los Angeles International Airport ,Transaero Airlines,Passenger Property Loss,Checkpoint,Currency,0,Deny
2015042022016,04/15/2015,03/18/2015,LAX,Los Angeles International Airport ,UAL  ,Property Damage,Checked Baggage,Clothing,70,Settle
2015041721974,04/17/2015,03/27/2015,LAX,Los Angeles International Airport ,UAL  ,Property Damage,Checkpoint,Computer & Accessories,-,-
2015042222071,04/20/2015,04/01/2015,LAX,Los Angeles International Airport ,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0,Deny
2015042922210,04/20/2015,04/16/2015,LAX,Los Angeles International Airport ,Southwest Airlines  ,Property Damage,Checkpoint,Baggage/Cases/Purses,0,Deny
2015042922173,04/22/2015,11/17/2014,LAX,Los Angeles International Airport ,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0,Deny
2015042922183,04/22/2015,03/24/2015,LAX,Los Angeles International Airport ,Air New Zealand,Property Damage,Checked Baggage,-,0,Deny
2015042922189,04/22/2015,04/05/2015,LAX,Los Angeles International Airport ,Southwest Airlines  ,Property Damage,Checked Baggage,Clothing,39.5,Approve in Full
2015042822145,04/24/2015,04/22/2015,LAX,Los Angeles International Airport ,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,-,-
2015050722361,04/27/2015,03/25/2015,LAX,Los Angeles International Airport ,Air New Zealand  ,Property Damage,Checked Baggage,Computer & Accessories,1023.4,Settle
2015050722359,04/30/2015,04/16/2015,LAX,Los Angeles International Airport ,Southwest Airlines  ,Property Damage,Checkpoint,-,-,-
2015050822392,05/01/2015,04/27/2015,LAX,Los Angeles International Airport ,USAir  ,Property Damage,Checked Baggage,Toys & Games,100,Settle
2015050822406,05/01/2015,03/26/2015,LAX,Los Angeles International Airport ,-,Passenger Property Loss,Checked Baggage,Sporting Equipment & Supplies,15,Approve in Full
2015050422277,05/04/2015,06/11/2014,LAX,Los Angeles International Airport ,American Airlines  ,Passenger Property Loss,Checkpoint,Jewelry & Watches,0,Deny
2015050822379,05/04/2015,04/27/2015,LAX,Los Angeles International Airport ,Royal Dutch Airlines  ,Passenger Property Loss,Checkpoint,-,0,Deny
2015050822382,05/04/2015,04/09/2015,LAX,Los Angeles International Airport ,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,-,0,Deny
2015050522319,05/05/2015,04/20/2015,LAX,Los Angeles International Airport ,American Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,-,-
2015051422513,05/05/2015,04/17/2015,LAX,Los Angeles International Airport ,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
2015051522556,05/07/2015,05/03/2015,LAX,Los Angeles International Airport ,American Airlines  ,Property Damage,Checked Baggage,Food & Drink,60,Approve in Full
2015050822381,05/08/2015,04/23/2015,LAX,Los Angeles International Airport ,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Personal Electronics,0,Deny
2015050822394,05/08/2015,05/03/2015,LAX,Los Angeles International Airport ,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Clothing,120,Approve in Full
2015051122436,05/11/2015,03/30/2015,LAX,Los Angeles International Airport ,Swiss Air  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny
2015051522561,05/11/2015,04/29/2015,LAX,Los Angeles International Airport ,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,37,Approve in Full
2015051922589,05/12/2015,04/25/2015,LAX,Los Angeles International Airport ,Spirit Airlines,Passenger Property Loss,Checked Baggage,Travel Accessories,8.99,Approve in Full
2015051922577,05/13/2015,05/12/2015,LAX,Los Angeles International Airport ,Southwest Airlines  ,Property Damage,Checkpoint,Personal Electronics,79.99,Approve in Full
2015051922588,05/13/2015,11/02/2014,LAX,Los Angeles International Airport ,American Airlines  ,Property Damage,Checked Baggage,Other,0,Deny
2015051922590,05/13/2015,04/01/2015,LAX,Los Angeles International Airport ,Delta Air Lines  ,Property Damage,Checked Baggage,Cameras,100,Settle
2015051922592,05/13/2015,05/03/2015,LAX,Los Angeles International Airport ,American Airlines  ,Property Damage,Checked Baggage,Cosmetics & Grooming,0,Deny
2015052122640,05/13/2015,05/05/2015,LAX,Los Angeles International Airport ,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Computer & Accessories; Cosmetics & Grooming,-,-
2015051922598,05/14/2015,03/22/2015,LAX,Los Angeles International Airport ,UAL  ,Passenger Property Loss,Checked Baggage,Other,0,Deny
2015052122644,05/14/2015,05/08/2015,LAX,Los Angeles International Airport ,Delta Air Lines  ,Property Damage,Checkpoint,Personal Accessories,49.05,Approve in Full
2015052122685,05/18/2015,05/11/2015,LAX,Los Angeles International Airport ,Aero Mexico,Passenger Property Loss,Checked Baggage,Other,0,Deny
2015052822801,05/18/2015,05/07/2015,LAX,Los Angeles International Airport ,American Airlines  ,Passenger Property Loss,Checked Baggage,Other,-,-
2015052622749,05/20/2015,04/27/2015,LAX,Los Angeles International Airport ,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
2015052622752,05/20/2015,05/06/2015,LAX,Los Angeles International Airport ,Etihad Airways,Passenger Property Loss,Checked Baggage,Personal Electronics,0,Deny
2015052122669,05/21/2015,05/11/2015,LAX,Los Angeles International Airport ,-,Passenger Property Loss,Checked Baggage,Other,0,Deny
2015052822825,05/21/2015,09/03/2014,LAX,Los Angeles International Airport ,-,Property Damage,Checked Baggage,Baggage/Cases/Purses; Clothing; Other,0,Deny
2015052222694,05/22/2015,04/11/2015,LAX,Los Angeles International Airport ,China Southern Airlines  ,Property Damage,Checkpoint,Other,0,Deny
2015072023966,05/25/2015,05/22/2015,LAX,Los Angeles International Airport ,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Cameras; Other,-,-
2015052622740,05/26/2015,04/14/2015,LAX,Los Angeles International Airport ,Southwest Airlines  ,Property Damage,Checked Baggage,Musical Instruments & Accessories,-,-
2015052622742,05/26/2015,05/07/2015,LAX,Los Angeles International Airport ,-,Property Damage,Checkpoint,Personal Electronics,149,Approve in Full
2015052622748,05/26/2015,04/25/2015,LAX,Los Angeles International Airport ,American Airlines  ,Property Damage,Checked Baggage,Other,0,Deny
2015052922856,05/26/2015,05/25/2015,LAX,Los Angeles International Airport ,UAL  ,Property Damage,Checkpoint,Baggage/Cases/Purses,-,-
2015052722788,05/27/2015,05/10/2015,LAX,Los Angeles International Airport ,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
2015060922989,06/01/2015,05/20/2015,LAX,Los Angeles International Airport ,American Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,25.13,Approve in Full
2015061123025,06/01/2015,03/28/2015,LAX,Los Angeles International Airport ,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Clothing; Clothing; Cosmetics & Grooming; Cosmetics & Grooming; Food & Drink; Food & Drink; Medical/Science,0,Deny
2015061123041,06/03/2015,05/30/2015,LAX,Los Angeles International Airport ,UAL  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Clothing,-,-
2015061223088,06/03/2015,05/31/2015,LAX,Los Angeles International Airport ,Southwest Airlines  ,Property Damage,Checkpoint,Computer & Accessories; Personal Electronics,270,Settle
2015061123084,06/04/2015,05/18/2015,LAX,Los Angeles International Airport ,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,0,Deny
2015061523158,06/05/2015,02/26/2015,LAX,Los Angeles International Airport ,USAir  ,Property Damage,Checkpoint,Computer & Accessories,-,-
2015061823235,06/05/2015,05/17/2015,LAX,Los Angeles International Airport ,American Airlines  ,Property Damage,Checkpoint,Computer & Accessories,813.95,Settle
2015061623165,06/08/2015,06/05/2015,LAX,Los Angeles International Airport ,UAL  ,Passenger Property Loss,Checked Baggage,Clothing,0,Deny
2015061623177,06/08/2015,05/04/2015,LAX,Los Angeles International Airport ,Southwest Airlines  ,Passenger Property Loss,Other,Personal Electronics,0,Deny
2015061623179,06/08/2015,02/07/2015,LAX,Los Angeles International Airport ,American Airlines  ,Passenger Property Loss,Checked Baggage,Cameras; Jewelry & Watches,-,-
2015061923241,06/10/2015,06/07/2015,LAX,Los Angeles International Airport ,American Airlines  ,Property Damage,Checkpoint,Personal Electronics,0,Deny
2015061923286,06/10/2015,05/08/2015,LAX,Los Angeles International Airport ,American Airlines  ,Property Damage,Checked Baggage,Personal Electronics,-,-
2015062323343,06/10/2015,05/20/2015,LAX,Los Angeles International Airport ,Air France,Passenger Property Loss,Checked Baggage,-,0,Deny
2015062423409,06/10/2015,06/08/2015,LAX,Los Angeles International Airport ,Cathay Pacific - CX,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Clothing; Clothing,0,Deny
2015061923279,06/11/2015,05/21/2015,LAX,Los Angeles International Airport ,V Australia,Property Damage,Checked Baggage,"Books, Magazines & Other; Clothing; Other",0,Deny
2015061123042,06/11/2015,05/11/2015,LAX,Los Angeles International Airport ,UAL  ,Property Damage,Checked Baggage,Clothing,0,Deny
2015061723215,06/11/2015,04/06/2015,LAX,Los Angeles International Airport ,Westjet Airlines Ltd  ,Property Damage,Checkpoint,Travel Accessories,15,Approve in Full
2015062223327,06/15/2015,03/22/2015,LAX,Los Angeles International Airport ,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,31,Settle
2015062323337,06/15/2015,05/03/2015,LAX,Los Angeles International Airport ,Jet Blue,Passenger Property Loss,Checkpoint,Computer & Accessories,0,Deny
2015062323356,06/16/2015,06/10/2015,LAX,Los Angeles International Airport ,Spirit Airlines,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny
2015062323370,06/16/2015,06/12/2015,LAX,Los Angeles International Airport ,Virgin Atlantic,Property Damage,Checked Baggage,Baggage/Cases/Purses; Clothing; Other,50,Settle
2015062423396,06/17/2015,04/30/2015,LAX,Los Angeles International Airport ,Korean Airlines  ,Property Damage,Checkpoint,Personal Electronics,0,Deny
2015062623500,06/17/2015,05/06/2015,LAX,Los Angeles International Airport ,Southwest Airlines  ,Property Damage,Checkpoint,Clothing,0,Deny
2015062523438,06/18/2015,05/19/2015,LAX,Los Angeles International Airport ,Hawaiian Airlines  ,Passenger Property Loss,Checkpoint,Jewelry & Watches,0,Deny
2015062623461,06/18/2015,06/09/2015,LAX,Los Angeles International Airport ,-,Passenger Property Loss,Checked Baggage,Clothing; Food & Drink,0,Deny
2015062623467,06/18/2015,06/03/2015,LAX,Los Angeles International Airport ,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,0,Deny
2015062623470,06/18/2015,05/20/2015,LAX,Los Angeles International Airport ,American Airlines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Cosmetics & Grooming; Medical/Science; Medical/Science,0,Deny
2015062923543,06/18/2015,05/11/2015,LAX,Los Angeles International Airport ,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Cosmetics & Grooming,0,Deny
2015062923533,06/23/2015,06/19/2015,LAX,Los Angeles International Airport ,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,-,-
2015063023582,06/24/2015,06/14/2015,LAX,Los Angeles International Airport ,-,Property Damage,Checkpoint,Personal Accessories,0,Deny
2015063023585,06/24/2015,03/31/2015,LAX,Los Angeles International Airport ,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Cosmetics & Grooming; Medical/Science; Other,0,Deny
2015070223632,06/25/2015,06/14/2015,LAX,Los Angeles International Airport ,UAL  ,Passenger Property Loss,Checked Baggage,Travel Accessories,12.83,Approve in Full
2015070623660,06/25/2015,01/18/2015,LAX,Los Angeles International Airport ,Delta Air Lines  ,Property Damage,Checked Baggage,Home Decor,-,-
2015062623452,06/26/2015,06/17/2015,LAX,Los Angeles International Airport ,-,Property Damage,Checkpoint,Computer & Accessories; Personal Electronics,0,Deny
2015070723688,06/26/2015,06/24/2015,LAX,Los Angeles International Airport ,Jet Blue,Passenger Property Loss,Checked Baggage,Personal Accessories; Personal Electronics,0,Deny
2015070723696,06/26/2015,06/02/2015,LAX,Los Angeles International Airport ,UAL  ,Property Damage,Checked Baggage,Cameras,0,Deny
2015070623669,06/27/2015,05/20/2015,LAX,Los Angeles International Airport ,UAL  ,Property Damage,Checked Baggage,Personal Electronics,162.38,Settle
2015070723676,06/29/2015,06/20/2015,LAX,Los Angeles International Airport ,Jet Blue,Passenger Property Loss,Checked Baggage,Clothing,0,Deny
2015071323738,06/29/2015,05/31/2015,LAX,Los Angeles International Airport ,UAL  ,Passenger Property Loss,Checked Baggage,Travel Accessories,0,Deny
2015070923721,06/30/2015,06/16/2015,LAX,Los Angeles International Airport ,UAL  ,Passenger Property Loss,Checked Baggage,Household Items,0,Deny
2015071423784,07/01/2015,06/21/2015,LAX,Los Angeles International Airport ,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Currency,105,Settle
2015070223649,07/02/2015,05/06/2015,LAX,Los Angeles International Airport ,Turkish Airlines  ,Passenger Property Loss,Checked Baggage,Clothing; Other,-,-
2015071623880,07/02/2015,06/30/2015,LAX,Los Angeles International Airport ,American Airlines  ,Property Damage,Checkpoint,Jewelry & Watches,0,Deny
2015071423802,07/06/2015,06/22/2015,LAX,Los Angeles International Airport ,American Airlines  ,Property Damage,Checked Baggage,Household Items,47.99,Approve in Full
2015071423804,07/06/2015,06/12/2015,LAX,Los Angeles International Airport ,Spirit Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses; Clothing; Travel Accessories,0,Deny
2015071423816,07/06/2015,06/25/2015,LAX,Los Angeles International Airport ,Air Canada,Passenger Property Loss,Checkpoint,Jewelry & Watches,0,Deny
2015071523830,07/06/2015,07/02/2015,LAX,Los Angeles International Airport ,Virgin America,Passenger Property Loss,Checkpoint,Computer & Accessories,-,-
2015071523851,07/07/2015,07/04/2015,LAX,Los Angeles International Airport ,UAL  ,Passenger Property Loss,Checked Baggage,Travel Accessories,94,Approve in Full
2015071623855,07/07/2015,05/15/2015,LAX,Los Angeles International Airport ,-,Passenger Property Loss,Checkpoint,Jewelry & Watches,0,Deny
2015071623874,07/07/2015,07/06/2015,LAX,Los Angeles International Airport ,Virgin Atlantic,Property Damage,Checkpoint,Personal Electronics,150,Settle
2015071623887,07/07/2015,06/12/2015,LAX,Los Angeles International Airport ,UAL  ,Property Damage,Checkpoint,Travel Accessories,-,-
2015070823710,07/08/2015,06/23/2015,LAX,Los Angeles International Airport ,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Personal Electronics,0,Deny
2015071723911,07/09/2015,05/21/2015,LAX,Los Angeles International Airport ,Hawaiian Airlines  ,Property Damage,Checked Baggage,-,110.2,Approve in Full
2015072023999,07/09/2015,07/01/2015,LAX,Los Angeles International Airport ,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Other; Personal Electronics,0,Deny
2015072124053,07/09/2015,07/01/2015,LAX,Los Angeles International Airport ,Virgin America,Property Damage,Checkpoint,Personal Electronics; Personal Electronics,0,Deny
2015072124066,07/09/2015,06/24/2015,LAX,Los Angeles International Airport ,Jet Blue,Passenger Property Loss,Checked Baggage,-,100,Approve in Full
2015072824280,07/13/2015,07/11/2015,LAX,Los Angeles International Airport ,Alaska Airlines  ,Property Damage,Checkpoint,Home Decor,0,Deny
2015071423808,07/14/2015,06/27/2015,LAX,Los Angeles International Airport ,-,Passenger Property Loss,Checkpoint,Baggage/Cases/Purses; Baggage/Cases/Purses; Clothing; Clothing,0,Deny
2015072124048,07/14/2015,06/23/2015,LAX,Los Angeles International Airport ,Delta Air Lines  ,Property Damage,Checked Baggage,Cameras,0,Deny
2015072124069,07/15/2015,06/26/2015,LAX,Los Angeles International Airport ,Alaska Airlines  ,Property Damage,Checked Baggage,Household Items,0,Deny
2015072224109,07/15/2015,06/26/2015,LAX,Los Angeles International Airport ,Spirit Airlines,Property Damage,Checkpoint,Computer & Accessories,427.95,Settle
2015072224115,07/15/2015,06/12/2015,LAX,Los Angeles International Airport ,USAir  ,Passenger Property Loss,Checkpoint,Personal Electronics,0,Deny
2015072324160,07/15/2015,06/25/2015,LAX,Los Angeles International Airport ,American Airlines  ,Passenger Property Loss,Checked Baggage,Personal Accessories,0,Deny
2015072424214,07/15/2015,07/13/2015,LAX,Los Angeles International Airport ,Delta Air Lines  ,Property Damage,Checkpoint,Personal Electronics,130,Settle
2015072424183,07/20/2015,06/30/2015,LAX,Los Angeles International Airport ,Southwest Airlines  ,Passenger Property Loss,Checkpoint,Cameras; Clothing; Jewelry & Watches; Other,0,Deny
2015072424192,07/20/2015,06/30/2015,LAX,Los Angeles International Airport ,Delta Air Lines  ,Property Damage,Checkpoint,Other,19,Approve in Full
2015072424201,07/20/2015,07/14/2015,LAX,Los Angeles International Airport ,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Food & Drink,0,Deny
2015072424202,07/20/2015,07/14/2015,LAX,Los Angeles International Airport ,American Airlines  ,Property Damage,Checked Baggage,Cosmetics & Grooming,0,Deny
2015072424206,07/20/2015,07/13/2015,LAX,Los Angeles International Airport ,Southwest Airlines  ,Property Damage,Checkpoint,Computer & Accessories,527.13,Approve in Full
2015072724259,07/22/2015,06/30/2015,LAX,Los Angeles International Airport ,American Airlines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Clothing,0,Deny
2015072824292,07/22/2015,06/24/2015,LAX,Los Angeles International Airport ,-,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
