Claim Number,Date Received,Incident Date,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item Category,Close Amount,Disposition
2.01401E+12,23-Jan-14,16-Jan-14,LAX,Los Angeles International Airport ,Delta Air Lines  ,Passenger Property Loss,Other,Jewelry & Watches,0.00,Deny
2.01401E+12,23-Jan-14,20-Jan-14,GEG,Spokane International,Frontier Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,0.00,Deny
2.01401E+12,23-Jan-14,6-Jan-14,CAE,Columbia Metropolitan,Delta Air Lines  ,Property Damage,Checkpoint,Jewelry & Watches,32.40,Approve in Full
2.01401E+12,23-Jan-14,5-Jan-14,SAT,San Antonio International,USAir  ,Passenger Property Loss,Other,Jewelry & Watches,0.00,Deny
2.01401E+12,23-Jan-14,19-Jan-14,SNA,John Wayne,UAL  ,Passenger Property Loss,Checked Baggage,Personal Electronics,0.00,Deny
2.01401E+12,23-Jan-14,13-Jan-14,JFK,John F. Kennedy International,Alitalia  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Baggage/Cases/Purses; Personal Electronics,0.00,Deny
2.01401E+12,23-Jan-14,19-Jan-14,LAX,Los Angeles International Airport ,UAL  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0.00,Deny
2.01401E+12,23-Jan-14,15-Jan-14,F,Foreign airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0.00,Deny
2.01401E+12,22-Jan-14,6-Jan-14,DAL,Dallas Love Field,Southwest Airlines  ,Personal Injury,Checked Baggage,Cosmetics & Grooming; Jewelry & Watches; Other; Personal Electronics,-,-
2.01401E+12,23-Jan-14,19-Jan-14,LAS,McCarran International,-,Passenger Property Loss,Checked Baggage,-,0.00,Deny
2.01401E+12,22-Jan-14,6-Jan-14,SNA,John Wayne,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,116.15,Settle
2.01401E+12,28-Jan-14,3-Jan-14,SLC,Salt Lake City International Airport,Frontier Airlines,Property Damage,Checkpoint,Baggage/Cases/Purses,-,-
2.01401E+12,22-Jan-14,31-Dec-13,SNA,John Wayne,Southwest Airlines  ,Property Damage,Checked Baggage,Personal Electronics,0.00,Deny
2.01401E+12,20-Jan-14,24-Oct-13,BOS,Boston (Logan) International Airport ,British Airways  ,Passenger Property Loss,Checked Baggage,Other,-,-
2.01401E+12,22-Jan-14,28-Dec-13,AVL,Asheville Regional Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items,0.00,Deny
2.01401E+12,17-Jan-14,25-Nov-13,LAX,Los Angeles International Airport ,Virgin America,Property Damage,Checked Baggage,Baggage/Cases/Purses,0.00,Deny
2.01401E+12,28-Jan-14,28-Jan-14,BWI,Baltimore/Washington Intl Thurgood Marshall,British Airways  ,Passenger Property Loss,Checked Baggage,Personal Electronics,-,-
2.01401E+12,20-Jan-14,8-Jan-14,SYR,Syracuse-Hancock International,Jet Blue,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0.00,Deny
2.01401E+12,24-Jan-14,15-Jan-14,SJU,Luis Munoz Marin International,American Airlines  ,Passenger Property Loss,Checkpoint,Computer & Accessories,0.00,Deny
2.01401E+12,23-Jan-14,23-Dec-13,TPA,Tampa International,Spirit Airlines,Passenger Property Loss,Checked Baggage,Clothing,0.00,Deny
2.01401E+12,23-Jan-14,13-Dec-13,LEX,"Blue Grass ,Lexington",USAir  ,Passenger Property Loss,Checked Baggage,Personal Electronics,316.94,Approve in Full
2.01401E+12,24-Jan-14,27-Nov-13,EWR,Newark International Airport,Air Canada,Property Damage,Checkpoint,Computer & Accessories,1302.00,Approve in Full
2.01401E+12,23-Jan-14,15-Dec-13,JFK,John F. Kennedy International,Etihad Airways,Passenger Property Loss,Checked Baggage,Household Items,300.00,Settle
2.01401E+12,23-Jan-14,27-Dec-13,PVU,Provo Municipal Airport,Allegiant Air,Passenger Property Loss,Checked Baggage,Travel Accessories,20.00,Approve in Full
2.01401E+12,23-Jan-14,1-Jan-14,BGR,Bangor International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Clothing,0.00,Deny
2.01401E+12,23-Jan-14,16-Dec-13,PHL,Philadelphia International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Travel Accessories,8.65,Approve in Full
2.01401E+12,23-Jan-14,18-Jan-14,IAH,Houston - George Bush Intercontinental Airport,UAL  ,Passenger Property Loss,-,Computer & Accessories,0.00,Deny
2.01401E+12,23-Jan-14,19-Dec-13,JFK,John F. Kennedy International,Transaero Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,0.00,Deny
2.01401E+12,18-Jan-14,9-Jan-14,MIA,Miami International Airport,Air France,Passenger Property Loss,Checked Baggage,Other,29.00,Approve in Full
2.01401E+12,23-Jan-14,24-Dec-13,MIA,Miami International Airport,Aviaco  ,Property Damage,Checkpoint,Personal Accessories,159.99,Approve in Full
2.01401E+12,23-Jan-14,28-Dec-13,MCO,Orlando International Airport,Southwest Airlines  ,Property Damage,Checked Baggage,Computer & Accessories,0.00,Deny
2.01401E+12,24-Jan-14,4-Jan-14,IND,Indianapolis International,Southwest Airlines  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,0.00,Deny
2.01401E+12,17-Jan-14,23-Dec-13,MCO,Orlando International Airport,UAL  ,Property Damage,Checked Baggage,Food & Drink,0.00,Deny
2.01401E+12,23-Jan-14,8-Jan-14,SJC,Norman Y Mineta San Jose International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Food & Drink,0.00,Deny
2.01401E+12,23-Jan-14,5-Jan-14,MCO,Orlando International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,10.29,Approve in Full
2.01401E+12,27-Jan-14,23-Jan-14,PHX,Phoenix Sky Harbor International,USAir  ,Passenger Property Loss,Checkpoint,Computer & Accessories,-,-
2.01401E+12,24-Jan-14,4-Nov-13,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2.01401E+12,24-Jan-14,20-Dec-13,FNT,"Bishop International, Flint",American Airlines  ,Passenger Property Loss,Checked Baggage,Medical/Science,0.00,Deny
2.01401E+12,27-Jan-14,20-Jan-14,BNA,Nashville International,American Airlines  ,Passenger Property Loss,Checkpoint,Personal Electronics,0.00,Deny
2.01401E+12,24-Jan-14,11-Jan-14,IAD,Washington Dulles International,UAL  ,Passenger Property Loss,Checked Baggage,Clothing,229.00,Approve in Full
2.01401E+12,27-Jan-14,24-Jan-14,HOU,William P. Hobby,Delta Air Lines  ,Property Damage,Checkpoint,-,500.00,Settle
2.01401E+12,24-Jan-14,12-Oct-13,CHS,Charleston International,Jet Blue,Property Damage,Checked Baggage,Computer & Accessories,0.00,Deny
2.01401E+12,24-Jan-14,12-Oct-13,CHS,Charleston International,Jet Blue,Property Damage,Checked Baggage,Computer & Accessories,0.00,Deny
2.01401E+12,27-Jan-14,16-Jan-14,LAX,Los Angeles International Airport ,UAL  ,Passenger Property Loss,Checked Baggage,-,0.00,Deny
2.01401E+12,24-Jan-14,15-Dec-13,JFK,John F. Kennedy International,All Nippon Airways  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,300.00,Settle
2.01401E+12,27-Jan-14,29-Dec-13,JFK,John F. Kennedy International,American Airlines  ,Property Damage,Checkpoint,-,215.00,Approve in Full
2.01401E+12,24-Jan-14,20-Jan-14,IAD,Washington Dulles International,American Airlines  ,Passenger Property Loss,Checked Baggage,Audio/Video,0.00,Deny
2.01401E+12,27-Jan-14,25-Jan-14,MIA,Miami International Airport,American Airlines  ,Property Damage,Checked Baggage,-,-,-
2.01401E+12,24-Jan-14,31-Dec-13,IAD,Washington Dulles International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Toys & Games,31.58,Approve in Full
2.01401E+12,18-Jan-14,8-Oct-13,IAH,Houston - George Bush Intercontinental Airport,American Airlines  ,Passenger Property Loss,Checkpoint,Cosmetics & Grooming,190.00,Approve in Full
2.01401E+12,17-Jan-14,6-Aug-13,CMH,Port Columbus International,UAL  ,Property Damage,Checkpoint,Cosmetics & Grooming,44.24,Settle
2.01401E+12,24-Jan-14,16-Dec-13,JFK,John F. Kennedy International,Aero Mexico,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,300.00,Settle
2.01401E+12,23-Jan-14,17-Dec-13,LGA,LaGuardia ,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Jewelry & Watches,0.00,Deny
2.01401E+12,22-Jan-14,6-Dec-13,EWR,Newark International Airport,UAL  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,0.00,Deny
2.01401E+12,22-Jan-14,5-Jan-14,DFW,Dallas-Fort Worth International Airport ,Delta Air Lines  ,Property Damage,Checked Baggage,Clothing,79.00,Approve in Full
2.01401E+12,23-Jan-14,14-Dec-13,ORD,Chicago O'Hare International Airport,UAL  ,Property Damage,Checked Baggage,Cosmetics & Grooming,0.00,Deny
2.01401E+12,23-Jan-14,11-Jan-14,HNL,Honolulu International Airport,UAL  ,Passenger Property Loss,Checked Baggage,-,-,-
2.01401E+12,23-Jan-14,30-Dec-13,SAN,San Diego International,Delta Air Lines  ,Property Damage,Checked Baggage,Food & Drink,22.00,Approve in Full
2.01401E+12,23-Jan-14,6-Jan-14,BUF,Buffalo Niagara International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Other,50.85,Settle
2.01401E+12,23-Jan-14,20-Nov-13,BUR,Bob Hope ,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0.00,Deny
2.01401E+12,22-Jan-14,29-Dec-13,MCO,Orlando International Airport,USAir  ,Property Damage,Checked Baggage,Cosmetics & Grooming,35.00,Approve in Full
2.01401E+12,23-Jan-14,23-Dec-13,YUM,Yuma International Airport,UAL  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0.00,Deny
2.01401E+12,23-Jan-14,2-Jan-14,SNA,John Wayne,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Other,0.00,Deny
2.01401E+12,22-Jan-14,8-Oct-13,BOS,Boston (Logan) International Airport ,Jet Blue,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,45.00,Approve in Full
2.01401E+12,23-Jan-14,20-Dec-13,PSP,Palm Springs International,Sun Country Airlines Inc  ,Property Damage,Checkpoint,Computer & Accessories,0.00,Deny
2.01401E+12,22-Jan-14,9-Dec-13,LFT,Lafayette Regional,American Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0.00,Deny
2.01401E+12,24-Jan-14,12-Oct-13,LAX,Los Angeles International Airport ,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0.00,Deny
2.01401E+12,28-Jan-14,27-Dec-13,FLL,Ft. Lauderdale-Hollywood International,Jet Blue,Property Damage,Checkpoint,Travel Accessories,0.00,Deny
2.01401E+12,24-Jan-14,2-Jan-14,DTW,Detroit Metropolitan Wayne County Airport,UAL  ,Passenger Property Loss,Checked Baggage,Cameras,0.00,Deny
2.01401E+12,27-Jan-14,21-Jan-14,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Personal Accessories,0.00,Deny
2.01401E+12,27-Jan-14,23-Jan-14,MDW,Midway International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,0.00,Deny
2.01401E+12,27-Jan-14,24-Jan-14,JFK,John F. Kennedy International,Aero Flot,Passenger Property Loss,Checked Baggage,Personal Electronics; Personal Electronics,381.75,Settle
2.01401E+12,23-Jan-14,25-Nov-13,PHX,Phoenix Sky Harbor International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,23.16,Approve in Full
2.01401E+12,23-Jan-14,4-Jan-14,MSN,Dane County Regional (Madison),UAL  ,Property Damage,Checked Baggage,Household Items,0.00,Deny
2.01401E+12,28-Jan-14,22-Jan-14,MCO,Orlando International Airport,Lufthansa  ,Passenger Property Loss,Checked Baggage,Clothing,0.00,Deny
2.01401E+12,23-Jan-14,12-Dec-13,PHX,Phoenix Sky Harbor International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Clothing; Cosmetics & Grooming; Other,-,-
2.01401E+12,23-Jan-14,26-Dec-13,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checkpoint,Baggage/Cases/Purses,34.00,Approve in Full
2.01401E+12,22-Jan-14,30-Dec-13,EWR,Newark International Airport,UAL  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0.00,Deny
2.01401E+12,22-Jan-14,18-Dec-13,CLT,Charlotte/Douglas International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Food & Drink,0.00,Deny
2.01401E+12,23-Jan-14,14-Dec-13,ZZX,Non TSA Airport (motor vehicle),-,Motor Vehicle,Motor Vehicle,-,-,-
2.01401E+12,23-Jan-14,20-Dec-13,SFO,San Francisco International,UAL  ,Property Damage,Checked Baggage,-,-,-
2.01401E+12,23-Jan-14,18-Dec-13,LAX,Los Angeles International Airport ,American Airlines  ,Passenger Property Loss,Checked Baggage,Other,0.00,Deny
2.01401E+12,23-Jan-14,30-Dec-13,DCA,Ronald Reagan Washington National Airport,Jet Blue,Passenger Property Loss,Checked Baggage,Clothing,0.00,Deny
2.01401E+12,24-Jan-14,17-Dec-13,IAH,Houston - George Bush Intercontinental Airport,British Airways  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0.00,Deny
2.01401E+12,24-Jan-14,13-Oct-13,EWR,Newark International Airport,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Clothing; Other,0.00,Deny
2.01401E+12,24-Jan-14,8-Jan-14,LGA,LaGuardia ,UAL  ,Passenger Property Loss,Checked Baggage,Clothing; Other; Other,-,-
2.01401E+12,30-Jan-14,10-Dec-13,BOS,Boston (Logan) International Airport ,American Airlines  ,Passenger Property Loss,Checked Baggage,Personal Electronics,0.00,Deny
2.01401E+12,24-Jan-14,26-Dec-13,EWR,Newark International Airport,UAL  ,Passenger Property Loss,Checked Baggage,-,0.00,Deny
2.01401E+12,24-Jan-14,6-Jan-14,MSP,Minneapolis/ St.Paul International Airport,Spirit Airlines,Property Damage,Checkpoint,Computer & Accessories,1240.00,Approve in Full
2.01401E+12,24-Jan-14,2-Jan-14,DFW,Dallas-Fort Worth International Airport ,American Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Other,0.00,Deny
2.01401E+12,27-Jan-14,18-Jan-14,PHL,Philadelphia International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Clothing; Computer & Accessories,0.00,Deny
2.01401E+12,27-Jan-14,13-Jan-14,JFK,John F. Kennedy International,USAir  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,400.00,Settle
2.01401E+12,27-Jan-14,13-Jan-14,STL,Lambert St. Louis International,USAir  ,Passenger Property Loss,Checked Baggage,Clothing,0.00,Deny
2.01401E+12,24-Jan-14,13-May-13,JFK,John F. Kennedy International,Turkish Airlines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,300.00,Settle
2.01401E+12,24-Jan-14,18-Jan-14,RSW,Southwest Florida International,Spirit Airlines,Property Damage,Checkpoint,Personal Accessories,433.00,Approve in Full
2.01401E+12,27-Jan-14,21-Dec-13,FLL,Ft. Lauderdale-Hollywood International,Jet Blue,Passenger Property Loss,Checked Baggage,Clothing,-,-
2.01401E+12,23-Jan-14,8-Jan-14,JFK,John F. Kennedy International,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,160.00,Settle
2.01401E+12,30-Jan-14,14-Dec-13,SAN,San Diego International,Alaska Airlines  ,Property Damage,Checked Baggage,Other,0.00,Deny
2.01401E+12,27-Jan-14,15-Jan-14,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0.00,Deny
2.01401E+12,23-Jan-14,20-Oct-13,MIA,Miami International Airport,American Airlines  ,Personal Injury,Checkpoint,Other,0.00,Deny
2.01401E+12,30-Jan-14,22-Jan-14,ONT,Ontario International,-,Property Damage,Checkpoint,Clothing,-,-
2.01401E+12,27-Jan-14,30-Dec-13,SMF,Sacramento International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items,-,-
2.01401E+12,30-Jan-14,10-Dec-13,LAX,Los Angeles International Airport ,Asiana Airlines,Passenger Property Loss,Checked Baggage,Clothing,0.00,Deny
2.01401E+12,27-Jan-14,5-Jan-14,BOS,Boston (Logan) International Airport ,Jet Blue,Property Damage,Checkpoint,-,433.99,Approve in Full
2.01401E+12,30-Jan-14,28-Dec-13,MCO,Orlando International Airport,Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0.00,Deny
2.01401E+12,28-Jan-14,7-Jan-14,LAS,McCarran International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Personal Electronics,0.00,Deny
2.01401E+12,27-Jan-14,9-Dec-13,JFK,John F. Kennedy International,Virgin America,Passenger Property Loss,Checked Baggage,Cameras; Cameras,-,-
2.01401E+12,23-Jan-14,8-Jan-14,BOS,Boston (Logan) International Airport ,UAL  ,Passenger Property Loss,Checked Baggage,Clothing,0.00,Deny
2.01401E+12,27-Jan-14,13-Nov-13,MDT,Harrisburg International,American Airlines  ,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items,0.00,Deny
2.01401E+12,27-Jan-14,18-Dec-13,PHX,Phoenix Sky Harbor International,Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0.00,Deny
2.01401E+12,27-Jan-14,27-Nov-13,DFW,Dallas-Fort Worth International Airport ,American Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,50.00,Settle
2.01401E+12,24-Jan-14,16-Jan-14,LAX,Los Angeles International Airport ,Korean Airlines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,0.00,Deny
2.01401E+12,27-Jan-14,3-Dec-13,LGA,LaGuardia ,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0.00,Deny
2.01401E+12,27-Jan-14,29-Dec-13,MDW,Midway International Airport,American Airlines  ,Property Damage,Checked Baggage,Home Decor,-,-
2.01401E+12,24-Jan-14,8-Jan-14,TLH,Tallahassee Regional,American Airlines  ,Passenger Property Loss,Checked Baggage,Medical/Science,0.00,Deny
2.01401E+12,27-Jan-14,15-Dec-13,JFK,John F. Kennedy International,USAir  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,165.00,Approve in Full
2.01401E+12,27-Jan-14,31-Dec-13,MSY,New Orleans International,American Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0.00,Deny
2.01401E+12,28-Jan-14,21-Dec-13,PHL,Philadelphia International Airport,USAir  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2.01401E+12,24-Jan-14,23-Jan-14,PHL,Philadelphia International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,40.00,Approve in Full
2.01401E+12,27-Jan-14,18-Jan-14,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0.00,Deny
2.01401E+12,27-Jan-14,17-Dec-13,ISP,"Long Island McArthur, Islip",Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0.00,Deny
2.01401E+12,28-Jan-14,30-Dec-13,ACY,Atlantic City International,Spirit Airlines,Property Damage,Checkpoint,Computer & Accessories,300.00,Settle
2.01401E+12,27-Jan-14,21-Dec-13,DEN,Denver International Airport ,Southwest Airlines  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,179.99,Settle
2.01401E+12,24-Jan-14,25-Sep-13,SDF,Louisville International,UAL  ,Passenger Property Loss,Checked Baggage,Other,-,-
2.01401E+12,24-Jan-14,27-Dec-13,MSY,New Orleans International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0.00,Deny
2.01401E+12,27-Jan-14,1-Dec-13,DCA,Ronald Reagan Washington National Airport,American Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0.00,Deny
2.01401E+12,27-Jan-14,29-Dec-13,HOU,William P. Hobby,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,60.00,Approve in Full
2.01401E+12,27-Jan-14,4-Jan-14,SAT,San Antonio International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Sporting Equipment & Supplies,89.55,Settle
2.01401E+12,27-Jan-14,29-Dec-13,BOS,Boston (Logan) International Airport ,USAir  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0.00,Deny
2.01401E+12,24-Jan-14,22-Jan-14,MDW,Midway International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,-
2.01401E+12,27-Jan-14,7-Jan-14,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Other,10.00,Approve in Full
2.01401E+12,27-Jan-14,19-Dec-13,PHX,Phoenix Sky Harbor International,Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,89.99,Approve in Full
2.01401E+12,29-Jan-14,3-Jan-14,FLL,Ft. Lauderdale-Hollywood International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,20.00,Approve in Full
2.01401E+12,24-Jan-14,26-Dec-13,LAX,Los Angeles International Airport ,Delta Air Lines  ,Property Damage,Checkpoint,Personal Electronics,293.21,Approve in Full
2.01401E+12,29-Jan-14,13-Jan-14,BOS,Boston (Logan) International Airport ,Jet Blue,Passenger Property Loss,Checked Baggage,Home Decor,0.00,Deny
2.01401E+12,29-Jan-14,21-Jan-14,ORD,Chicago O'Hare International Airport,American Airlines  ,Property Damage,Checked Baggage,Musical Instruments & Accessories,-,-
2.01401E+12,29-Jan-14,4-Jan-14,FLL,Ft. Lauderdale-Hollywood International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,38.00,Approve in Full
2.01401E+12,29-Jan-14,5-Jan-14,BOS,Boston (Logan) International Airport ,American Airlines  ,Property Damage,Checkpoint,Clothing,-,-
2.01401E+12,27-Jan-14,10-Oct-13,LAX,Los Angeles International Airport ,UAL  ,Property Damage,Checkpoint,Personal Electronics,230.11,Settle
2.01401E+12,27-Jan-14,15-Jan-14,MSY,New Orleans International,USAir  ,Property Damage,Checkpoint,Personal Accessories,304.22,Settle
2.01401E+12,27-Jan-14,9-Nov-13,SAV,Savannah International,UAL  ,Passenger Property Loss,Checked Baggage,Clothing; Sporting Equipment & Supplies,174.04,Approve in Full
2.01401E+12,27-Jan-14,24-Jan-14,ORD,Chicago O'Hare International Airport,Aer Lingus,Passenger Property Loss,Checked Baggage,Computer & Accessories,0.00,Deny
2.01401E+12,27-Jan-14,4-Jan-14,RNO,Reno/Tahoe International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,9.08,Approve in Full
2.01401E+12,27-Jan-14,8-Jan-14,EWR,Newark International Airport,UAL  ,Passenger Property Loss,Checked Baggage,Clothing,0.00,Deny
2.01401E+12,23-Jan-14,9-Aug-13,STL,Lambert St. Louis International,Delta Air Lines  ,Property Damage,Checked Baggage,Household Items,131.17,Approve in Full
2.01401E+12,27-Jan-14,20-Jan-14,SJC,Norman Y Mineta San Jose International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items,43.50,Approve in Full
2.01401E+12,27-Jan-14,7-Jan-14,CLT,Charlotte/Douglas International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,27.00,Approve in Full
2.01401E+12,24-Jan-14,19-Jun-13,SAT,San Antonio International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Other,0.00,Deny
2.01401E+12,24-Jan-14,15-Jan-14,LGA,LaGuardia ,American Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,75.00,Approve in Full
2.01401E+12,24-Jan-14,30-Dec-13,EWR,Newark International Airport,UAL  ,Passenger Property Loss,Checked Baggage,Currency,0.00,Deny
2.01401E+12,29-Jan-14,15-Jan-14,MIA,Miami International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,-,-
2.01401E+12,27-Jan-14,6-Nov-13,RSW,Southwest Florida International,USAir  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0.00,Deny
2.01401E+12,29-Jan-14,7-Jan-14,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,-,0.00,Deny
2.01401E+12,29-Jan-14,18-Jan-14,OGG,"Kahului-Maui, HI",American Airlines  ,Property Damage,Checked Baggage,Other,440.00,Settle
2.01401E+12,27-Jan-14,14-Jan-14,JFK,John F. Kennedy International,Delta Air Lines  ,Property Damage,Checkpoint,Baggage/Cases/Purses,-,-
2.01401E+12,29-Jan-14,14-Dec-13,PBI,Palm Beach International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Personal Electronics,-,-
2.01401E+12,29-Jan-14,2-Dec-13,DEN,Denver International Airport ,UAL  ,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items,0.00,Deny
2.01401E+12,29-Jan-14,3-Jan-14,SLC,Salt Lake City International Airport,Frontier Airlines,Property Damage,Checkpoint,Baggage/Cases/Purses,50.00,Approve in Full
2.01401E+12,29-Jan-14,4-Jan-14,RSW,Southwest Florida International,USAir  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0.00,Deny
2.01401E+12,27-Jan-14,30-Nov-13,LAX,Los Angeles International Airport ,British Airways  ,Passenger Property Loss,Checkpoint,Computer & Accessories,-,-
2.01401E+12,29-Jan-14,16-Jan-14,FLL,Ft. Lauderdale-Hollywood International,Delta Air Lines  ,Property Damage,Checked Baggage,Travel Accessories,-,-
2.01401E+12,29-Jan-14,26-Jan-14,MEM,Memphis International Airport,Southwest Airlines  ,Property Damage,Checked Baggage,Musical Instruments & Accessories,0.00,Deny
2.01401E+12,27-Jan-14,13-Jan-14,JFK,John F. Kennedy International,Air China,Passenger Property Loss,Checked Baggage,Personal Electronics,244.40,Settle
2.01401E+12,29-Jan-14,27-Jan-13,SEA,Seattle-Tacoma International,Alaska Airlines  ,Passenger Property Loss,Checkpoint,Jewelry & Watches,0.00,Deny
2.01401E+12,29-Jan-14,20-Jan-14,SEA,Seattle-Tacoma International,Alaska Airlines  ,Passenger Property Loss,Checkpoint,Cosmetics & Grooming,0.00,Deny
2.01401E+12,29-Jan-14,18-Dec-13,LEX,"Blue Grass ,Lexington",Allegiant Air,Property Damage,Checked Baggage,Computer & Accessories,0.00,Deny
2.01401E+12,27-Jan-14,21-Nov-13,MSY,New Orleans International,American Airlines  ,Passenger Property Loss,Checked Baggage,Cameras,-,-
2.01401E+12,24-Jan-14,23-Dec-13,SNA,John Wayne,Southwest Airlines  ,Passenger Property Loss,Checkpoint,Currency,-,-
2.01401E+12,29-Jan-14,21-Jan-14,BNA,Nashville International,UAL  ,Property Damage,Checkpoint,-,52.60,Approve in Full
2.01401E+12,28-Jan-14,14-Jan-14,JFK,John F. Kennedy International,UAL  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,92.50,Settle
2.01401E+12,29-Jan-14,12-Jan-14,LAX,Los Angeles International Airport ,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,0.00,Deny
2.01401E+12,29-Jan-14,7-Jan-14,PNS,Pensacola Regional,UAL  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Clothing; Cosmetics & Grooming,0.00,Deny
