Claim Number,Date Received,Incident Date,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item Category,Close Amount,Disposition
2.01411E+12,10-Nov-14,5-Oct-14,BOS,Boston (Logan) International Airport ,UAL  ,Property Damage,Checkpoint,Computer & Accessories,-,-
2.01411E+12,13-Nov-14,11-Sep-14,JFK,John F. Kennedy International,Air Berlin,Property Damage,Checkpoint,Cameras,-,-
2.01411E+12,13-Nov-14,19-Sep-14,LGA,LaGuardia ,Delta Air Lines  ,Property Damage,Checked Baggage,Other,-,-
2.01411E+12,13-Nov-14,14-Oct-14,BHM,Birmingham International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0.00,Deny
2.01411E+12,10-Nov-14,1-Nov-14,DCA,Ronald Reagan Washington National Airport,AirTran Airlines,Property Damage,Checked Baggage,Computer & Accessories; Computer & Accessories,-,-
2.01411E+12,13-Nov-14,28-Oct-14,MCO,Orlando International Airport,Spirit Airlines,Passenger Property Loss,Checkpoint,Other,-,-
2.01411E+12,13-Nov-14,11-Nov-14,SEA,Seattle-Tacoma International,American Airlines  ,Passenger Property Loss,Checked Baggage,Sporting Equipment & Supplies,-,-
2.01411E+12,13-Nov-14,10-Nov-14,MIA,Miami International Airport,TAM airlines,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,-
2.01411E+12,13-Nov-14,7-Nov-14,IAH,Houston - George Bush Intercontinental Airport,Delta Air Lines  ,Property Damage,Checkpoint,Cosmetics & Grooming,-,-
2.01411E+12,24-Nov-14,4-Jun-14,LFT,Lafayette Regional,UAL  ,Passenger Property Loss,Checkpoint,Jewelry & Watches,0.00,Deny
2.01411E+12,10-Nov-14,19-Oct-14,PHX,Phoenix Sky Harbor International,-,Property Damage,Checked Baggage,Cameras; Household Items,-,-
2.01411E+12,18-Sep-14,7-Sep-14,ORD,Chicago O'Hare International Airport,American Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0.00,Deny
2.01411E+12,13-Nov-14,21-Oct-14,IAH,Houston - George Bush Intercontinental Airport,UAL  ,Passenger Property Loss,Checked Baggage,Clothing,-,-
2.01411E+12,10-Nov-14,24-Oct-14,PHX,Phoenix Sky Harbor International,Frontier Airlines,Passenger Property Loss,Checked Baggage,"Books, Magazines & Other; Clothing",-,-
2.01411E+12,13-Nov-14,6-Nov-14,MFR,Rogue Valley International,Alaska Airlines  ,Passenger Property Loss,Checkpoint,Cosmetics & Grooming,-,-
2.01411E+12,10-Nov-14,14-Sep-14,BDL,Bradley International Airport,Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2.01411E+12,10-Nov-14,3-Oct-14,LGB,Long Beach,Allegiant Air,Property Damage,Checkpoint,Personal Electronics,-,-
2.01411E+12,13-Nov-14,12-Nov-14,CLT,Charlotte/Douglas International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Other,-,-
2.01411E+12,10-Nov-14,19-Oct-14,ORD,Chicago O'Hare International Airport,American Airlines  ,Property Damage,Checkpoint,Clothing,79.99,Approve in Full
2.01411E+12,10-Nov-14,3-Oct-14,PHL,Philadelphia International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Other,-,-
2.01411E+12,23-Oct-14,10-Sep-14,JAX,Jacksonville International,Southwest Airlines  ,Passenger Property Loss,Checkpoint,Jewelry & Watches,-,-
2.01411E+12,10-Nov-14,21-Oct-14,TPA,Tampa International,Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Travel Accessories,-,-
2.01411E+12,5-Nov-14,14-Oct-14,MDW,Midway International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Household Items,50.00,Approve in Full
2.01411E+12,13-Nov-14,28-Oct-14,DFW,Dallas-Fort Worth International Airport ,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Clothing; Jewelry & Watches,-,-
2.01411E+12,16-Nov-14,23-Jul-14,MIA,Miami International Airport,Iberia Airlines,Passenger Property Loss,Checked Baggage,Personal Electronics,-,-
2.01411E+12,10-Nov-14,10-Oct-14,SAT,San Antonio International,American Airlines  ,Passenger Property Loss,Checked Baggage,Household Items,-,-
2.01411E+12,6-Nov-14,3-Nov-14,BDL,Bradley International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Food & Drink,-,-
2.01411E+12,10-Nov-14,30-Oct-14,BOS,Boston (Logan) International Airport ,British Airways  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Cosmetics & Grooming,-,-
2.01411E+12,24-Nov-14,23-Oct-14,JFK,John F. Kennedy International,British Airways  ,Passenger Property Loss,Checked Baggage,Travel Accessories,-,-
2.01411E+12,24-Nov-14,28-Oct-14,BZN,Gallatin Field,-,Passenger Property Loss,Checkpoint,Cosmetics & Grooming,-,-
2.01411E+12,13-Nov-14,25-Oct-14,TPA,Tampa International,Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2.01411E+12,11-Nov-14,31-Jul-14,DFW,Dallas-Fort Worth International Airport ,American Airlines  ,Passenger Property Loss,Checkpoint,Personal Accessories,-,-
2.01411E+12,5-Nov-14,26-Sep-14,JFK,John F. Kennedy International,Iceland Air  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2.01411E+12,12-Nov-14,20-Sep-14,JFK,John F. Kennedy International,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Personal Electronics,-,-
2.01411E+12,12-Nov-14,26-Oct-14,MIA,Miami International Airport,Copa Airlines,Passenger Property Loss,Checked Baggage,Other,-,-
2.01411E+12,12-Nov-14,9-Oct-14,SEA,Seattle-Tacoma International,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,0.00,Deny
2.01411E+12,11-Nov-14,2-Nov-14,LAX,Los Angeles International Airport ,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Clothing,-,-
2.01411E+12,14-Nov-14,1-Nov-14,FLL,Ft. Lauderdale-Hollywood International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items,34.88,Approve in Full
2.01411E+12,14-Nov-14,2-Nov-14,LAS,McCarran International,USAir  ,Property Damage,Checked Baggage,Other,-,-
2.01411E+12,14-Nov-14,3-Nov-14,BOS,Boston (Logan) International Airport ,Southwest Airlines  ,Property Damage,Checked Baggage,Computer & Accessories,-,-
2.01411E+12,14-Nov-14,31-Oct-14,BNA,Nashville International,Southwest Airlines  ,Property Damage,Checkpoint,Clothing,-,-
2.01411E+12,10-Nov-14,30-Oct-14,JFK,John F. Kennedy International,Virgin Atlantic,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2.01411E+12,14-Nov-14,11-Sep-14,SAT,San Antonio International,UAL  ,Passenger Property Loss,Checked Baggage,Clothing,-,-
2.01411E+12,14-Nov-14,10-Nov-14,MIA,Miami International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2.01411E+12,14-Nov-14,20-Oct-14,ABI,Abilene Regional,-,Property Damage,Checkpoint,Personal Electronics,-,-
2.01411E+12,10-Nov-14,18-Sep-14,SNA,John Wayne,UAL  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies; Travel Accessories,-,-
2.01411E+12,14-Nov-14,18-Sep-14,CLE,Cleveland Hopkins International,UAL  ,Property Damage,Checkpoint,Personal Accessories,-,-
2.01411E+12,14-Nov-14,3-Nov-14,JFK,John F. Kennedy International,Etihad Airways,Passenger Property Loss,Checkpoint,Other,-,-
2.01411E+12,21-Nov-14,13-Sep-14,HNL,Honolulu International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2.01411E+12,21-Nov-14,1-Nov-14,CLT,Charlotte/Douglas International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0.00,Deny
2.01411E+12,10-Nov-14,15-Oct-14,PNS,Pensacola Regional,UAL  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2.01411E+12,21-Nov-14,16-Sep-14,LAX,Los Angeles International Airport ,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Other,-,-
2.01411E+12,21-Nov-14,14-Nov-14,F,Foreign airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Currency,-,-
2.01411E+12,6-Nov-14,24-Oct-14,SAN,San Diego International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,-
2.01411E+12,25-Nov-14,19-Nov-14,LEX,"Blue Grass ,Lexington",USAir  ,Passenger Property Loss,Checkpoint,Personal Electronics,-,-
2.01411E+12,10-Nov-14,18-Oct-14,SJU,Luis Munoz Marin International,Jet Blue,Property Damage,Checked Baggage,Clothing; Medical/Science,-,-
2.01411E+12,20-Nov-14,29-Sep-14,LAS,McCarran International,-,Personal Injury,Checkpoint,-,-,-
2.01411E+12,21-Nov-14,19-Oct-14,LIH,Lihue Airport,Alaska Airlines  ,Property Damage,Checkpoint,Personal Accessories,162.50,Approve in Full
2.01411E+12,21-Nov-14,21-Sep-14,EWR,Newark International Airport,UAL  ,Passenger Property Loss,Checked Baggage,Clothing,-,-
2.01411E+12,14-Nov-14,3-Aug-14,-,-,-,-,-,Travel Accessories,-,-
2.01411E+12,21-Nov-14,17-Nov-14,ISN,Sloulin Field International,-,Property Damage,Checked Baggage,-,45.00,Approve in Full
2.01411E+12,5-Nov-14,18-Oct-14,EWR,Newark International Airport,UAL  ,Passenger Property Loss,Checked Baggage,Cameras,-,-
2.01411E+12,14-Nov-14,2-Nov-14,LAS,McCarran International,Jet Blue,Passenger Property Loss,Checked Baggage,Clothing,-,-
2.01411E+12,21-Nov-14,26-Oct-14,EWR,Newark International Airport,UAL  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,-
2.01411E+12,21-Nov-14,20-Oct-14,JFK,John F. Kennedy International,Virgin America,Passenger Property Loss,Checked Baggage,Travel Accessories,-,-
2.01411E+12,10-Nov-14,29-Oct-14,DSM,Des Moines International,Frontier Airlines,Property Damage,Checked Baggage,Computer & Accessories,-,-
2.01411E+12,25-Nov-14,4-Nov-14,EWR,Newark International Airport,UAL  ,Property Damage,Checkpoint,Personal Electronics,269.63,Settle
2.01411E+12,14-Nov-14,9-Nov-14,GPT,Gulfport-Biloxi International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Clothing,-,-
2.01411E+12,21-Nov-14,7-Nov-14,LAX,Los Angeles International Airport ,American Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2.01411E+12,14-Nov-14,11-Nov-14,LGA,LaGuardia ,Delta Air Lines  ,Property Damage,Checked Baggage,Jewelry & Watches,-,-
2.01411E+12,6-Nov-14,30-Oct-14,BLI,Bellingham International,Alaska Airlines  ,Property Damage,Checked Baggage,Musical Instruments & Accessories,-,-
2.01411E+12,25-Nov-14,9-Nov-14,PHX,Phoenix Sky Harbor International,USAir  ,Property Damage,Checkpoint,Personal Electronics,-,-
2.01411E+12,21-Nov-14,19-Nov-14,TPA,Tampa International,Southwest Airlines  ,Property Damage,Checkpoint,-,-,-
2.01411E+12,25-Nov-14,16-Sep-14,F,Foreign airport,British Airways  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2.01411E+12,21-Nov-14,6-Oct-14,RSW,Southwest Florida International,Jet Blue,Passenger Property Loss,Checked Baggage,Clothing,-,-
2.01411E+12,12-Nov-14,20-Oct-14,JFK,John F. Kennedy International,Virgin America,Passenger Property Loss,Checked Baggage,Personal Electronics,-,-
2.01411E+12,21-Nov-14,18-Oct-14,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checkpoint,Personal Accessories,-,-
2.01411E+12,21-Nov-14,1-Nov-14,DEN,Denver International Airport ,UAL  ,Passenger Property Loss,Checkpoint,Cosmetics & Grooming,-,-
2.01411E+12,12-Nov-14,27-Oct-14,PSE,Mercedita Airport,Jet Blue,Property Damage,Checked Baggage,Medical/Science,-,-
2.01411E+12,5-Nov-14,22-Aug-14,LAS,McCarran International,Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2.01411E+12,21-Nov-14,2-Nov-14,PHL,Philadelphia International Airport,USAir  ,-,-,Cosmetics & Grooming,-,-
2.01411E+12,12-Nov-14,12-Oct-14,BOS,Boston (Logan) International Airport ,American Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,150.00,Approve in Full
2.01411E+12,25-Nov-14,9-Aug-14,BOS,Boston (Logan) International Airport ,-,Personal Injury,-,-,-,-
2.01411E+12,14-Nov-14,2-Aug-14,EWR,Newark International Airport,British Airways  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Personal Electronics,-,-
2.01411E+12,12-Nov-14,7-Oct-14,BOS,Boston (Logan) International Airport ,Iceland Air  ,Passenger Property Loss,Checked Baggage,Travel Accessories,-,-
2.01411E+12,21-Nov-14,7-Nov-14,IAD,Washington Dulles International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,-,-,-
2.01411E+12,21-Nov-14,31-Aug-14,DEN,Denver International Airport ,Southwest Airlines  ,Property Damage,Checked Baggage,-,0.00,Deny
2.01411E+12,13-Nov-14,2-Oct-14,LAX,Los Angeles International Airport ,Philippine Airlines,Property Damage,Checked Baggage,Cosmetics & Grooming; Food & Drink; Medical/Science,-,-
2.01411E+12,25-Nov-14,16-Oct-14,JFK,John F. Kennedy International,Alitalia  ,Property Damage,Checked Baggage,Other,-,-
2.01411E+12,21-Nov-14,23-Sep-14,SJC,Norman Y Mineta San Jose International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,-,-,-
2.01411E+12,12-Nov-14,17-May-14,BOS,Boston (Logan) International Airport ,Jet Blue,Passenger Property Loss,Checkpoint,Other,-,-
2.01411E+12,21-Nov-14,30-Oct-14,LAX,Los Angeles International Airport ,Qantas Airlines,Property Damage,Checked Baggage,-,-,-
2.01411E+12,21-Nov-14,17-Nov-14,LAX,Los Angeles International Airport ,Asiana Airlines,Passenger Property Loss,Checked Baggage,Personal Electronics,-,-
2.01411E+12,14-Nov-14,12-Nov-14,TPA,Tampa International,Jet Blue,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,-,-
2.01411E+12,21-Nov-14,22-Apr-14,JFK,John F. Kennedy International,Emirates,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2.01411E+12,21-Nov-14,5-Oct-14,LBB,Lubbock International,Southwest Airlines  ,Property Damage,Checked Baggage,-,-,-
2.01411E+12,14-Nov-14,31-Aug-14,MKE,General Mitchell International Airport,-,Passenger Property Loss,Checkpoint,Jewelry & Watches,-,-
2.01411E+12,21-Nov-14,28-Oct-14,EWR,Newark International Airport,UAL  ,Passenger Property Loss,Checked Baggage,Cameras,-,-
2.01411E+12,10-Nov-14,8-Oct-14,HXD,Hilton Head Island Airport,USAir  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,-,-
2.01411E+12,17-Nov-14,16-Nov-14,AVL,Asheville Regional Airport,USAir  ,Property Damage,Checked Baggage,Home Decor,47.08,Approve in Full
2.01411E+12,14-Nov-14,2-Nov-14,MSP,Minneapolis/ St.Paul International Airport,Southwest Airlines  ,Property Damage,Checkpoint,Personal Accessories,54.36,Approve in Full
2.01411E+12,3-Nov-14,16-Aug-14,MIA,Miami International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Cameras,-,-
2.01411E+12,21-Nov-14,31-Oct-14,EWR,Newark International Airport,UAL  ,Passenger Property Loss,Checked Baggage,-,-,-
2.01411E+12,17-Nov-14,15-Nov-14,DEN,Denver International Airport ,Frontier Airlines,Passenger Property Loss,Checked Baggage,Personal Accessories,-,-
2.01411E+12,14-Nov-14,19-Sep-14,ABQ,Albuquerque International Sunport Airport,Jet Blue,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2.01411E+12,17-Nov-14,1-Nov-14,EWR,Newark International Airport,UAL  ,Passenger Property Loss,Checked Baggage,Personal Electronics,-,-
2.01411E+12,12-Nov-14,18-Oct-14,SMF,Sacramento International Airport,Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2.01411E+12,17-Nov-14,13-Nov-14,HNL,Honolulu International Airport,Air Canada,Passenger Property Loss,Checked Baggage,Other,30.00,Approve in Full
2.01411E+12,21-Nov-14,8-Aug-14,ORD,Chicago O'Hare International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,-,154.22,Approve in Full
2.01411E+12,17-Nov-14,7-Nov-14,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Personal Electronics,-,-
2.01411E+12,12-Nov-14,22-Oct-14,BPT,Southeast Texas Regional,Allegiant Air,Passenger Property Loss,Checked Baggage,Personal Electronics,0.00,Deny
2.01411E+12,17-Nov-14,25-Oct-14,PHX,Phoenix Sky Harbor International,UAL  ,Passenger Property Loss,Checkpoint,Sporting Equipment & Supplies,-,-
2.01411E+12,17-Nov-14,10-Nov-14,PHX,Phoenix Sky Harbor International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Other,-,-
2.01411E+12,21-Nov-14,3-Nov-14,SJU,Luis Munoz Marin International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,-,-,-
2.01411E+12,25-Nov-14,14-Nov-14,LAS,McCarran International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,-,-
2.01411E+12,5-Nov-14,26-Sep-14,HOU,William P. Hobby,Southwest Airlines  ,Property Damage,Checkpoint,-,-,-
2.01411E+12,21-Nov-14,15-Oct-14,SEA,Seattle-Tacoma International,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,-,-,-
2.01411E+12,25-Nov-14,14-Oct-14,MCO,Orlando International Airport,Southwest Airlines  ,Property Damage,Checkpoint,Medical/Science,-,-
2.01411E+12,25-Nov-14,27-Oct-14,PNS,Pensacola Regional,UAL  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,-,-
2.01411E+12,17-Nov-14,9-Nov-14,FLL,Ft. Lauderdale-Hollywood International,Spirit Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2.01411E+12,25-Nov-14,23-Oct-14,HSV,Huntsville International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,-,-,-
2.01411E+12,25-Nov-14,7-Nov-14,OGG,"Kahului-Maui, HI",Delta Air Lines  ,Property Damage,Checked Baggage,Household Items,-,-
2.01411E+12,17-Nov-14,27-Oct-14,PHX,Phoenix Sky Harbor International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,-,-
2.01411E+12,17-Nov-14,16-Nov-14,SJU,Luis Munoz Marin International,Jet Blue,Property Damage,Checked Baggage,Travel Accessories,-,-
2.01411E+12,17-Nov-14,25-Oct-14,IAH,Houston - George Bush Intercontinental Airport,UAL  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Cameras,950.00,Settle
2.01411E+12,17-Nov-14,16-Nov-14,ATL,Hartsfield-Jackson Atlanta International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Personal Accessories,-,-
2.01411E+12,26-Nov-14,15-Nov-14,BOS,Boston (Logan) International Airport ,Cape Air  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2.01411E+12,17-Nov-14,14-Nov-14,IND,Indianapolis International,UAL  ,Passenger Property Loss,Checked Baggage,Other,-,-
2.01411E+12,12-Nov-14,2-Nov-14,AUS,Austin-Bergstrom International Airport,Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Travel Accessories,0.00,Deny
2.01411E+12,17-Nov-14,8-Nov-14,EWR,Newark International Airport,-,Property Damage,Checkpoint,Travel Accessories,-,-
2.01411E+12,17-Nov-14,6-Nov-14,PHX,Phoenix Sky Harbor International,Southwest Airlines  ,Property Damage,Checkpoint,Clothing,-,-
2.01411E+12,12-Nov-14,19-Sep-14,STL,Lambert St. Louis International,Southwest Airlines  ,Passenger Property Loss,-,Jewelry & Watches,-,-
2.01411E+12,17-Nov-14,14-Nov-14,SEA,Seattle-Tacoma International,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2.01411E+12,17-Nov-14,11-Oct-14,ILG,New Castle Airport,Southwest Airlines  ,Complaint,Checked Baggage,Travel Accessories,-,-
2.01411E+12,19-Nov-14,12-Nov-14,MCO,Orlando International Airport,USAir  ,Property Damage,Checked Baggage,Home Decor; Household Items,-,-
2.01411E+12,19-Nov-14,16-Nov-14,OAK,Metropolitan Oakland International,Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Clothing,-,-
2.01411E+12,17-Nov-14,12-Sep-14,LAX,Los Angeles International Airport ,KLM Royal Dutch Airlines,Passenger Property Loss,Checked Baggage,Personal Electronics,-,-
2.01411E+12,24-Nov-14,3-Nov-14,SNA,John Wayne,American Airlines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,-,-
2.01411E+12,26-Nov-14,2-Nov-14,SJU,Luis Munoz Marin International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Other,-,-
2.01411E+12,14-Nov-14,10-Nov-14,JLN,Joplin Regional,American Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,0.00,Deny
2.01411E+12,24-Nov-14,9-Nov-14,BWI,Baltimore/Washington Intl Thurgood Marshall,Delta Air Lines  ,Property Damage,Checkpoint,-,-,-
2.01411E+12,19-Nov-14,2-Nov-14,LCK,Rickenbacker International Airport,-,Property Damage,Checked Baggage,Other,-,-
